question,answer,questions_ar,answers_ar
What do the terms prior probability and marginal likelihood in context of Naive Bayes theorem mean?,"Prior probability is the percentage of dependent binary variables in the data set. If you are given a dataset and dependent variable is either 1 or 0 and percentage of 1 is 65 and percentage of 0 is 35. Then, the probability that any new input for that variable of being 1 would be 65.",ما الذي تعنيه المصطلحات مسبقاً الاحتمالية والاحتمالات الهامشية في سياق نظرية نايف باييس؟,الإحتمالات السابقة هي النسبة المئوية للمتغيرات الثنائية المعتمدة في مجموعة البيانات. إذا كنت قد أعطيت مجموعة بيانات ومتغير معول هو إما 1 أو 0 والنسبة المئوية لـ 1 هي 65 والنسبة المئوية لـ 0 هي 35. ثم احتمالية أن أي مدخل جديد لذلك المتغير هو 1 سيكون 65.
Explain the difference between Lasso and Ridge?,"Lasso(L1) and Ridge(L2) are the regularization techniques where we penalize the coefficients to find the optimum solution. In ridge, the penalty function is defined by the sum of the squares of the coefficients and for the Lasso, we penalize the sum of the absolute values of the coefficients. Another type of regularization method is ElasticNet, it is a hybrid penalizing function of both lasso and ridge.",اشرح الفرق بين لاسو و ريدج؟,و Lasso(L1) و Redge(L2) هي تقنيات التنظيم حيث نعاقب المعاملات للعثور على الحل الأمثل. في التدرج، تحدد دالة العقوبة بمجموع مربعات المعاملات وبالنسبة إلى لاسو، نعاقب مجموع القيم المطلقة للمعاملات. وهناك نوع آخر من طريقة التثبيت هو ElasticNet، وهي دالة عقابية هجينة لكل من لاسو والارتفاع.
Whats the difference between probability and likelihood?,"Probability is the measure of the likelihood that an event will occur that is, what is the certainty that a specific event will occur? Whereas a likelihood function is a function of parameters within the parameter space that describes the probability of obtaining the observed data.So the fundamental difference is, Probability attaches to possible results likelihood attaches to hypotheses.",ما الفرق بين الاحتمال والاحتمالات؟,الاحتمالية هي قياس احتمال وقوع حدث ما، أي ما هو اليقين بأن حدثا معينا سيحدث؟ في حين أن دالة الاحتمال هي دالة لبارامترات داخل حيز البارامترات التي تصف احتمال الحصول على البيانات المرصودة. وبالتالي فإن الفرق الأساسي هو الاحتمالية التي تعلق على احتمال تحقيق نتائج محتملة على الفرضيات.
Why would you Prune your tree?,"In the context of data science or AIML, pruning refers to the process of reducing redundant branches of a decision tree. Decision Trees are prone to overfitting, pruning the tree helps to reduce the size and minimizes the chances of overfitting. Pruning involves turning branches of a decision tree into leaf nodes and removing the leaf nodes from the original branch. It serves as a tool to perform the tradeoff.",لمَ قد تكسر شجرتك؟,في سياق علم البيانات أو AIML، يشير التقطيع إلى عملية تقليل الأفرع الزائدة من شجرة القرار. فالأشجار المقرّرة تميل إلى التهذيب المفرط، وتشذيب الشجرة تساعد على تقليل الحجم والتقليل إلى أدنى حد من فرص الإفراط في التكييف. ينطوي التصفيف على تحويل أفرع شجرة القرار إلى عُقَد ورقية وإزالة عُقَد الورقة من الفرع الأصلي. وهو بمثابة أداة لأداء المفاضلة.
Model accuracy or Model performance? Which one will you prefer and why?,"This is a trick question, one should first get a clear idea, what is Model Performance? If Performance means speed, then it depends upon the nature of the application, any application related to the realtime scenario will need high speed as an important feature. Example The best of Search Results will lose its virtue if the Query results do not appear fast.",(ب) الدقة النموذجية أو الأداء النموذجي؟ أيهما تفضله ولماذا؟,هذا سؤال مخادع، ينبغي للمرء أولاً أن يحصل على فكرة واضحة، ما هو الأداء النموذجي؟ إذا كان الأداء يعني السرعة، ثم يعتمد على طبيعة التطبيق، فإن أي تطبيق يتصل بسيناريو الوقت الحقيقي سيحتاج إلى سرعة عالية كسمة مهمة. مثال أفضل نتائج البحث سيفقد فضيلته إذا لم تظهر نتائج البحث بسرعة.
List the advantages and limitations of the Temporal Difference Learning Method.?,Temporal Difference Learning Method is a mix of Monte Carlo method and Dynamic programming method. Some of the advantages of this method include,قائمة بمزايا وحدود طريقة التعلم الخاصة بالاختلاف الزمني؟,وأسلوب التعلم المتعلق بالاختلاف الزمني هو مزيج من طريقة مونت كارلو وطريقة البرمجة الدينامية.
How would you handle an imbalanced dataset?,"Sampling Techniques can help with an imbalanced dataset. There are two ways to perform sampling, Under Sample or Over Sampling.",كيف تتعامل مع بيانات غير متوازنة؟,ويمكن لتقنيات أخذ العينات أن تساعد في إيجاد مجموعة بيانات غير متوازنة، وهناك طريقتان لأداء عملية أخذ العينات، تحت العينة أو فوق العينات.
Mention some of the EDA Techniques?,Exploratory Data Analysis (EDA) helps analysts to understand the data better and forms the foundation of better models.,بعض من تقنيات EDA؟,ويساعد تحليل البيانات الاستكشافية المحللين على فهم البيانات على نحو أفضل ويشكل الأساس لنماذج أفضل.
Mention why feature engineering is important in model building and list out some of the techniques used for feature engineering.?,"Algorithms necessitate features with some specific characteristics to work appropriately. The data is initially in a raw form. You need to extract features from this data before supplying it to the algorithm. This process is called feature engineering. When you have relevant features, the complexity of the algorithms reduces. Then, even if a nonideal algorithm is used, results come out to be accurate.",ذكر لماذا تعتبر هندسة الملامح مهمة في بناء النماذج وإدراج بعض التقنيات المستخدمة في هندسة الملامح.,الدالة Algorythoms تتطلب خصائص مع بعض الخصائص المحددة للعمل على نحو مناسب. البيانات هي في البداية في شكل خام. تحتاج إلى إستخراج خصائص من هذه البيانات قبل توريدها إلى الخوارزمية. هذه العملية تسمى هندسة الميزة. عندما يكون لديك خصائص ذات صلة، فإن تعقيد الخوارزميات يقل. ثم، حتى لو تم استخدام خوارزمية غير مثالية، تظهر النتائج لتكون دقيقة.
Differentiate between Statistical Modeling and Machine Learning?,"Machine learning models are about making accurate predictions about the situations, like Foot Fall in restaurants, StockPrice, etc. whereas, Statistical models are designed for inference about the relationships between variables, as What drives the sales in a restaurant, is it food or Ambience.",التمييز بين النماذج الإحصائية والتعلم الآلي؟,وتتمثل نماذج التعلم الآلي في إجراء تنبؤات دقيقة عن الحالات، مثل فوت فال في المطاعم، وستوكبريس، وما إلى ذلك، في حين أن النماذج الإحصائية مصممة للاستدلال على العلاقات بين المتغيرات، حيث أن ما يحرك المبيعات في مطعم ما، هو الغذاء أو المحيط.
Differentiate between Boosting and Bagging?,Bagging and Boosting are variants of Ensemble Techniques.,التفاضل بين الاثارة والتأرجح؟,التأرجح والإثارة هما متغيّران من تقنيات التجميع.
What is the significance of Gamma and Regularization in SVM?,"The gamma defines influence. Low values meaning far and high values meaning close. If gamma is too large, the radius of the area of influence of the support vectors only includes the support vector itself and no amount of regularization with C will be able to prevent overfitting. If gamma is very small, the model is too constrained and cannot capture the complexity of the data.",ما هي أهمية غاما والتثبيت في SVM؟,الدالة gama تعرّف التأثير. القيم المنخفضة تعني قيماً بعيدة و قيم عالية تعني قريبة. إذا كانت غاما كبيرة جداً، فإن نصف قطر منطقة تأثير متجهات الدعم لا يشمل سوى متجه الدعم نفسه، ولا كمية من الاستقرار مع C ستكون قادرة على منع الإفراط في التهذيب. إذا كانت غاما صغيرة جداً، فإن النموذج مقيد جداً ولا يستطيع التقاط تعقيد البيانات.
Define ROC curve work?,The graphical representation of the contrast between true positive rates and the false positive rate at various thresholds is known as the ROC curve. It is used as a proxy for the tradeoff between true positives vs the false positives.,تعريف ROC العمل؟,ويُعرف التمثيل البياني للاختلاف بين المعدلات الإيجابية الحقيقية والمعدل الإيجابي غير الصحيح في مختلف العتبات باسم منحنى ROC. وهو يستخدم كبديل للمفاضلة بين الإيجابيات الحقيقية مقابل الإيجابيات الزائفة.
What is the difference between a generative and discriminative model?,"A generative model learns the different categories of data. On the other hand, a discriminative model will only learn the distinctions between different categories of data. Discriminative models perform much better than the generative models when it comes to classification tasks.",ما هو الفرق بين النموذج الجيني والنموذج التمييزي؟,ومن ناحية أخرى، فإن النموذج التمييزي لن يتعلم إلا التمييز بين مختلف فئات البيانات. وتؤدي النماذج التمييزية أداء أفضل بكثير من النماذج الجينية عندما يتعلق الأمر بمهام التصنيف.
What are hyperparameters and how are they different from parameters?,"A parameter is a variable that is internal to the model and whose value is estimated from the training data. They are often saved as part of the learned model. Examples include weights, biases etc.",ما هي البارامترات الفائقة وكيف تختلف عن البارامترات؟,البارامتر هو a هو a هو a هو a داخلي إلى نموذج و قيمة من تدريب البيانات.
What is shattering a set of points? Explain VC dimension.?,"In order to shatter a given configuration of points, a classifier must be able to, for all possible assignments of positive and negative for the points, perfectly partition the plane such that positive points are separated from negative points. For a configuration of n points, there are 2n possible assignments of positive or negative.",ما الذي يحطم مجموعة من النقاط؟ اشرح بُعد VC؟,من أجل تحطيم تشكيل معين من النقاط، يجب أن يكون المصنف قادراً، بالنسبة لجميع الإحالات الممكنة من موجب وسالب للنقاط، على تقسيم المستوى بشكل كامل بحيث تنفصل النقاط الإيجابية عن النقاط السالبة. بالنسبة لتشكيلة ن ن النقاط، هناك 2n من الإحالات الممكنة من موجب أو سالب.
What are some differences between a linked list and an array?,"Arrays and Linked lists are both used to store linear data of similar types. However, there are a few difference between them.",ما هي بعض الاختلافات بين القائمة المترابطة والصفيفة؟,وتستخدم الشعاعات والقوائم المترابطة معا لتخزين بيانات خطية من أنواع متشابهة، إلا أن هناك فرقا قليلا بينها.
What is the meshgrid () method and the contourf () method? State some usesof both.?,"The meshgrid( ) function in numpy takes two arguments as input range of xvalues in the grid, range of yvalues in the grid whereas meshgrid needs to be built before the contourf( ) function in matplotlib is used which takes in many inputs xvalues, yvalues, fitting curve (contour line) to be plotted in grid, colours etc.",ما هي الطريقة ((misshgrid () وطريقة التضاريس ()؟ ما هي بعض الاستخدامات لكليهما؟,الدالة Midshgrid () في numpy تأخذ اثنين من المعطيات كمدخل لنطاق قيم x في الشبكة، مدى قيم y في الشبكة في حين أن المشط بحاجة إلى أن تبنى قبل دالة التضخيم () في المشط تستخدم التي تأخذ في العديد من المدخلات x القيمة، y القيمة، منحنى الضبط (خط التواء) لتحدد في الشبكة، الألوان وما إلى ذلك.
Describe a hash table.?,Hashing is a technique for identifying unique objects from a group of similar objects. Hash functions are large keys converted into small keys in hashing techniques. The values of hash functions are stored in data structures which are known hash table.,الوصف a جدول؟,الهاشنغ هو تقنية لتحديد الأجسام الفريدة من مجموعة من الأجسام المتشابهة. وظائف الهمجية هي مفاتيح كبيرة تحول إلى مفاتيح صغيرة في تقنيات البعثرة. قيم وظائف البعثرة تخزن في هياكل بيانات معروفة في جدول البعثرة.
List the advantages and disadvantages of using Neural Networks.?,Advantages,قائمة بمزايا ومساوئ استخدام الشبكات العصبية؟,
You have to train a 12GB dataset using a neural network with a machine which has only 3GB RAM. How would you go about it?,"We can use NumPy arrays to solve this issue. Load all the data into an array. In NumPy, arrays have a property to map the complete dataset without loading it completely in memory. We can pass the index of the array, dividing data into batches, to get the data required and then pass the data into the neural networks. But be careful about keeping the batch size normal.",يجب عليك تدريب مجموعة بيانات 12GB باستخدام شبكة عصبية مع آلة لديها فقط 3GB رام. كيف يمكنك أن تفعل ذلك؟,يمكننا استخدام صفائف NumPy لحل هذه المسألة. نحمّل كل البيانات في مصفوفة. في NumPy، الصفائف لديها خاصية لخرائط مجموعة البيانات الكاملة بدون تحميلها بالكامل في الذاكرة. يمكننا تمرير فهرس المصفوفة، قسم البيانات إلى دفعات، للحصول على البيانات المطلوبة ومن ثم تمرير البيانات إلى الشبكات العصبية. لكن كن حذراً حيال الحفاظ على حجم الدفعة عادي.
Write a simple code to binarize data.?,Conversion of data into binary values on the basis of certain threshold is known as binarizing of data. Values below the threshold are set to 0 and those above the threshold are set to 1 which is useful for feature engineering.,اكتب رمز بسيط إلى بيانات؟,يُعرف تحويل البيانات إلى قيم ثنائية على أساس عتبة معينة باسم Binarization من البيانات. تُحدد القيم دون العتبة إلى 0، وتُحدد القيم التي تزيد عن العتبة إلى 1 التي تكون مفيدة لهندسة الخاصية.
What is an Array?,"The array is defined as a collection of similar items, stored in a contiguous manner. Arrays is an intuitive concept as the need to group similar objects together arises in our day to day lives. Arrays satisfy the same need. How are they stored in the memory? Arrays consume blocks of data, where each element in the array consumes one unit of memory. The size of the unit depends on the type of data being used. For example, if the data type of elements of the array is int, then 4 bytes of data will be used to store each element. For character data type, 1 byte will be used. This is implementation specific, and the above units may change from computer to computer.",ما هو الـ(آرراي)؟,تعرّف المصفوفة بأنها مجموعة من عناصر متشابهة، مخزنة بطريقة متجاورة. الرسوم هي مفهوم بديهي كما أن الحاجة إلى تجميع أشياء متشابهة مجتمعة تنشأ في حياتنا اليومية. تلبّي الأشعة نفس الحاجة. كيف تخزن في الذاكرة؟ تستهلك الأشعة كتل من البيانات، حيث يستهلك كل عنصر في المصفوفة وحدة واحدة من الذاكرة. يعتمد حجم الوحدة على نوع البيانات المستخدمة. على سبيل المثال، إذا كان نوع البيانات من عناصر المصفوفة داخلا، فإن 4 بايتات من البيانات سوف تستخدم لتخزين كل عنصر. بالنسبة لنوع بيانات المطبعة، سيُستخدم 1 بايت. هذا خاص بالتنفيذ، وقد تتغير الوحدات المذكورة أعلاه من الحاسوب إلى الحاسوب.
What are the advantages and disadvantages of using an Array?,"Now that we know what arrays are, we shall understand them in detail by solving some interview questions. Before that, let us see the functions that Python as a language provides for arrays, also known as, lists.",ما هي مزايا ومساوئ استخدام آرراي؟,الآن بما أننا نعرف ماهية الصفائف، سنفهمها بالتفصيل بحل بعض أسئلة المقابلة. قبل ذلك، دعونا نرى الاقترانات التي يوفرها بايثون كلغة للمصفوفات، المعروفة أيضا باسم القوائم.
What is Lists in Python?,"Lists is an effective data structure provided in python. There are various functionalities associated with the same. Let us consider the scenario where we want to copy a list to another list. If the same operation had to be done in C programming language, we would have to write our own function to implement the same.",ما هي القوائم في بايثون؟,القوائم عبارة عن بنية بيانات فعالة مقدمة بالبايثون. هناك وظائف مختلفة مرتبطة بنفس. دعونا ننظر في السيناريو حيث نريد أن ننسخ قائمة إلى قائمة أخرى. إذا كان لا بد من القيام بنفس العملية بلغة برمجة C، فعلينا أن نكتب الدالة الخاصة بنا لتنفيذ نفس.
"Given an array of integers where each element represents the max number of steps that can be made forward from that element. The task is to find the minimum number of jumps to reach the end of the array (starting from the first element). If an element is 0, then cannot move through that element.?","Solution This problem is famously called as end of array problem. We want to determine the minimum number of jumps required in order to reach the end. The element in the array represents the maximum number of jumps that, that particular element can take.",يعطي مصفوفة من عدد عدد صحيح حيث يمثل كل عنصر العدد الأقصى للخطوات التي يمكن تقديمها من ذلك العنصر. المهمة هي إيجاد العدد الأدنى للقفزات للوصول إلى نهاية المصفوفة (بدءاً من العنصر الأول). إذا كان العنصر هو 0، فلا يمكن الانتقال عبر ذلك العنصر.,حل هذه المشكلة تسمى بشكل معروف كنهاية لمشكلة المصفوفة. نريد أن نحدد الحد الأدنى لعدد القفزات المطلوبة من أجل الوصول إلى النهاية. العنصر في المصفوفة يمثل العدد الأقصى للقفزات التي، ذلك العنصر المعين يمكن أن يأخذها.
"Given a string S consisting only as and bs, print the last index of the b present in it.?","When we have are given a string of as and bs, we can immediately find out the first location of a character occurring. Therefore, to find the last occurrence of a character, we reverse the string and find the first occurrence, which is equivalent to the last occurrence in the original string.",معطى a سلسلة نص S مكوّن فقط كما و bs، اطبع الأخير مِنْ b موجود فيه.,عندما نعطى a سلسلة من ك و bs، يمكننا ان نجد الموقع الاول لمحرف يحدث. لذلك، لنجد آخر حدث لمحرف، نقوم بعكس الخيط ونجد أول حدث، والذي يساوي آخر حدث في الخيط الاصلي.
Rotate the elements of an array by d positions to the left.?,"There exists a pattern here, that is, the first d elements are being interchanged with last nd 1 elements. Therefore we can just swap the elements. Correct? What if the size of the array is huge, say 10000 elements. There are chances of memory error, runtime error etc. Therefore, we do it more carefully. We rotate the elements one by one in order to prevent the above errors, in case of large arrays.",تدوير عناصر من المصفوفة أداء d إلى يسار?,يوجد نمط هنا، اي، ان اول عناصر d يتم تبادلها مع العناصر السابقة و الاضافية 1. لذلك يمكننا ان نتبادل العناصر. صحيح؟ ماذا لو كان حجم المصفوفة ضخماً، لنقل 10000 العناصر. هناك فرص لخطأ الذاكرة، خطأ وقت التشغيل وما الى ذلك. لذلك، نقوم بذلك بحذر اكثر. نقوم بتدوير العناصر واحداً تلو الآخر من أجل منع الأخطاء أعلاه، في حالة المصفوفات الكبيرة.
Water Trapping Problem?,"Given an array arr of N nonnegative integers which represents the height of blocks at index I, where the width of each block is 1. Compute how much water can be trapped in between blocks after raining.",مشكلة المياه؟,معطى ar من N غير سالبة عدد صحيح الذي يمثل ارتفاع من عند مؤشر I، حيث عرض من كل كتلة هو 1. احسب مقدار الماء الذي يمكن أن يُحبس بين الكتل بعد المطر.
Explain Eigenvectors and Eigenvalues.?,Linear transformations are helpful to understand using eigenvectors. They find their prime usage in the creation of covariance and correlation matrices in data science.,شرح Eigenvetors و Eigenphics.؟,التحولات الخطيّة مفيدة لفهم استخدام المُفاعِلات الأيجينية. تجد استخداماتها الأوليّة في إنشاء المصفوفات التناظرية والتلازمية في علم البيانات.
102.?,"The number of clusters can be determined by finding the silhouette score. Often we aim to get some inferences from data using clustering techniques so that we can have a broader picture of a number of classes being represented by the data. In this case, the silhouette score helps us determine the number of cluster centres to cluster our data along.",؟؟,عدد المجموعات يمكن تحديده عن طريق العثور على درجة Silhoyet. في كثير من الأحيان نهدف إلى الحصول على بعض الاستدلالات من البيانات باستخدام تقنيات التجميع بحيث يمكننا الحصول على صورة أوسع لعدد من الفئات التي تمثلها البيانات. في هذه الحالة، تساعدنا علامة Silhowett على تحديد عدد مراكز المجموعات لتجميع بياناتنا على طول.
What are the performance metrics that can be used to estimate the efficiency of a linear regression model?,The performance metric that is used in this case is,ما هي مقاييس الأداء التي يمكن استخدامها لتقدير كفاءة نموذج التراجع الخطي؟,مقياس الأداء المستخدم في هذه الحالة هو:
What is the default method of splitting in decision trees?,The default method of splitting in decision trees is the Gini Index. Gini Index is the measure of impurity of a particular node.,ما هي الطريقة الافتراضية لتقسيم أشجار القرار؟,والطريقة الافتراضية لتقسيم أشجار القرار هي مؤشر جيني، ومؤشر جيني هو مقياس شوائب عقدة معينة.
How is pvalue useful?,"The pvalue gives the probability of the null hypothesis is true. It gives us the statistical significance of our results. In other words, pvalue determines the confidence of a model in a particular output.",كيف تكون هذه القيمة مفيدة؟,القيمة تعطي احتمالية فرضية اللاغية صحيحة. تعطينا الأهمية الإحصائية لنتائجنا. بعبارة أخرى، القيمة تحدد ثقة النموذج في ناتج معين.
Can logistic regression be used for classes more than 2?,"No, logistic regression cannot be used for classes more than 2 as it is a binary classifier. For multiclass classification algorithms like Decision Trees, Nave Bayes Classifiers are better suited.",هل يمكن استخدام الانحدار اللوجيستي في الصفوف التي تزيد على 2؟,لا، لا يمكن استخدام الانحدار اللوجيستي للفئتين أكثر من 2 لأنه تصنيف ثنائي. لخوارزميات التصنيف متعددة الطبقات مثل القرار شجرة، Nave Bayes التصنيفات هي الأنسب.
What are the hyperparameters of a logistic regression model?,"Classifier penalty, classifier solver and classifier C are the trainable hyperparameters of a Logistic Regression Classifier. These can be specified exclusively with values in Grid Search to hyper tune a Logistic Classifier.",ما هي المقاييس الفائقة لنموذج الانحدار السوقي؟,الغرامة التصنيفية، المحَلِل التصنيفي، والمصنف C هي البارامترات الفائقة التي يمكن تدريبها لمقياس تصنيف الإسناد اللوجستي. هذه يمكن تحديدها حصرياً مع القيم في البحث Grid Search إلى الإيقاع الفائق لتقنية التصنيف.
Name a few hyperparameters of decision trees?,The most important features which one can tune in decision trees are,اسم عدد قليل من التجاوزات القصوى لأشجار القرار؟,أهم الملامح التي يمكن للمرء أن يلهجها في اتخاذ القرارات
How to deal with multicollinearity?,Multi collinearity can be dealt with by the following steps,كيف تتعاملين مع تعدد الخطوط؟,من خلال الخطوات التالية:
What is?,It is a situation in which the variance of a variable is unequal across the range of values of the predictor variable.,ما هو؟,وهي حالة يكون فيها اختلاف متغير ما غير متساو عبر نطاق قيم متغير التنبؤ.
Is ARIMA model a good fit for every time series problem?,"No, ARIMA model is not suitable for every type of time series problem. There are situations where ARMA model and others also come in handy.",هل يلائم نموذج آريما كل مشكلة متسلسلة ؟,لا، نموذج ARIMA ليس مناسباً لكل نوع من المشاكل المتسلسلة زمنياً. هناك حالات حيث نموذج ARMA وغيرها تأتي أيضاً في متناول اليد.
How do you deal with the class imbalance in a classification problem?,Class imbalance can be dealt with in the following ways,كيف تتعامل مع عدم التوازن الطبقي في مشكلة التصنيف؟,يمكن التعامل مع اختلال التوازن الطبقي بالطرق التالية:
What is the role of crossvalidation?,"Crossvalidation is a technique which is used to increase the performance of a machine learning algorithm, where the machine is fed sampled data out of the same data for a few times. The sampling is done so that the dataset is broken into small parts of the equal number of rows, and a random part is chosen as the test set, while all other parts are chosen as train sets.",ما هو دور التناقل؟,التصادم هي تقنية تستخدم لزيادة أداء خوارزمية التعلم الآلية، حيث تُغذى الآلة على البيانات المأخوذة من نفس البيانات لعدة مرات. يتم أخذ العينات بحيث يتم تقسيم مجموعة البيانات إلى أجزاء صغيرة من عدد متساو من الصفات، ويتم اختيار جزء عشوائي كمجموعة اختبار، في حين يتم اختيار جميع الأجزاء الأخرى كمجموعات قطار.
What is a voting model?,"A voting model is an ensemble model which combines several classifiers but to produce the final result, in case of a classificationbased model, takes into account, the classification of a certain data point of all the models and picks the most vouchedvotedgenerated option from all the given classes in the target column.",ما هو نموذج التصويت؟,ونموذج التصويت هو نموذج موحد يجمع بين عدة تصنيفات، ولكن لإنتاج النتيجة النهائية، في حالة نموذج قائم على التصنيف، يأخذ في الاعتبار، تصنيف نقطة بيانات معينة من جميع النماذج ويختار الخيار الأكثر ثباتا من جميع الفئات المعطاة في العمود المستهدف.
How to deal with very few data samples? Is it possible to make a model out of it?,"If very few data samples are there, we can make use of oversampling to produce new data points. In this way, we can have new data points.",كيف يمكن التعامل مع عدد قليل جداً من عينات البيانات؟ هل من الممكن صنع نموذج منه؟,إذا كان هناك عدد قليل جدا من عينات البيانات، يمكننا الاستفادة من الإفراط في أخذ العينات لإنتاج نقاط بيانات جديدة. وبهذه الطريقة، يمكننا الحصول على نقاط بيانات جديدة.
What are the hyperparameters of an SVM?,"The gamma value, c value and the type of kernel are the hyperparameters of an SVM model.",ما هي المكافئات الفائقة لـ SVM؟,قيمة غاما، قيمة ج ونوع النواة هي المكافئات الفائقة لنموذج SVM.
What is Pandas Profiling?,Pandas profiling is a step to find the effective number of usable data. It gives us the statistics of NULL values and the usable values and thus makes variable selection and data selection for building models in the preprocessing phase very effective.,ما هو وصف بانداس؟,ويشكل تحديد سمات الباندا خطوة نحو العثور على عدد فعال من البيانات القابلة للاستخدام، وهو يعطينا إحصاءات قيم NULL والقيم القابلة للاستخدام، مما يجعل اختيار المتغيرات واختيار البيانات من أجل نماذج البناء في مرحلة التجهيز المسبق فعالة للغاية.
What impact does correlation have on PCA?,If data is correlated PCA does not work well. Because of the correlation of variables the effective variance of variables decreases. Hence correlated data when used for PCA does not work well.,ما تأثير الارتباط على الأنيسول الخماسي الكلور؟,وإذا كانت البيانات مترابطة لا تعمل بشكل جيد. وبسبب ارتباط المتغيرات فإن التباين الفعال للمتغيرات يقل. ومن ثم فإن البيانات المترابطة عند استخدامها بالنسبة للأنيسول الخماسي الكلور لا تعمل بشكل جيد.
How is PCA different from LDA?,PCA is unsupervised. LDA is unsupervised.,كيف يختلف الأنيسول الخماسي الكلور عن قانون مكافحة المخدرات؟,الأنيسول الخماسي الكلور غير مُراقَب و الـ (إل دي أي) غير مُراقَب
What distance metrics can be used in KNN?,Following distance metrics can be used in KNN.,ما هي مقاييس المسافة التي يمكن استخدامها في KNN؟,تتبع قياسات المسافة يمكن استخدامها في KNN.
